id_Section,No_section,adm0code,adm0_en,adm0_fr,adm0_ht,adm1code,adm1_en,adm1_fr,adm1_ht,adm2code,adm2_en,adm2_fr,adm2_ht,adm3code,adm3_en,adm3_fr,IHSI_UNFPA_2019,IHSI_UNFPA_2019_female,IHSI_UNFPA_2019_male
211-05,5,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0211,Jacmel,Jacmel, ,HT0211-05,5e Section Marbial,5e Section Marbial,3 478,1 679,1 799
211-06,6,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0211,Jacmel,Jacmel, ,HT0211-06,6e Section Montagne La Voûte,6e Section Montagne La Voûte,59 071,30 114,28 958
211-07,7,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0211,Jacmel,Jacmel, ,HT0211-07,7e Section Grande Riviere de Jacmel,7e Section Grande Rivière de Jacmel,9 617,4 636,4 981
211-08,8,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0211,Jacmel,Jacmel, ,HT0211-08,8e Section Bas Coq Chante,8e Section Bas Coq Chante,15 262,7 372,7 890
211-09,9,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0211,Jacmel,Jacmel, ,HT0211-09,9e Section Haut Coq Chante,9e Section Haut Coq Chante,8 834,4 205,4 629
211-10,10,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0211,Jacmel,Jacmel, ,HT0211-10,10e Section La Vanneau,10e Section La Vanneau,14 966,7 445,7 520
211-11,11,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0211,Jacmel,Jacmel, ,HT0211-11,11e Section La Montagne,11e Section La Montagne,30 610,15 562,15 048
212-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0212,Marigot,Marigot, ,HT0212-01,1re Section Corail Soult,1re Section Corail Soult,26 814,14 515,12 299
212-02,2,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0212,Marigot,Marigot, ,HT0212-02,2e Section Grande Riviere Fesles,2e Section Grande Rivière Fesles,9 855,5 153,4 701
212-03,3,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0212,Marigot,Marigot, ,HT0212-03,3e Section Macary,3e Section Macary,24 784,13 065,11 719
212-04,4,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0212,Marigot,Marigot, ,HT0212-04,4e Section Fond Jean Noël,4e Section Fond Jean Noël,23 933,12 414,11 519
212-05,5,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0212,Marigot,Marigot, ,HT0212-05,5e Section Savane Dubois,5e Section Savane Dubois,20 170,10 184,9 986
213-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0213,Cayes-Jacmel,Cayes-Jacmel, ,HT0213-01,1re Section Ravine Normande,1re Section Ravine Normande,16 760,8 582,8 179
213-02,2,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0213,Cayes-Jacmel,Cayes-Jacmel, ,HT0213-02,2e Section Gaillard,2e Section Gaillard,22 288,11 497,10 792
213-03,3,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0213,Cayes-Jacmel,Cayes-Jacmel, ,HT0213-03,3e Section Haut Cap Rouge,3e Section Haut Cap Rouge,8 522,4 403,4 119
213-04,4,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0213,Cayes-Jacmel,Cayes-Jacmel, ,HT0213-04,2e Section Fond Melon Michineau,2e Section Fond Melon Michineau,9 444,4 827,4 617
214-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0214,La Vallee,La Vallée, ,HT0214-01,1re Section La Vallee de Jacmel ou Muzac,1re Section La Vallee de Jacmel ou Muzac,22 852,10 738,12 114
214-02,2,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0214,La Vallee,La Vallée, ,HT0214-02,2e Section La Vallee de Bainet ou Ternier,2e Section La Vallee de Bainet ou Ternier,14 114,6 674,7 440
214-03,3,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0214,La Vallee,La Vallée, ,HT0214-03,3e Section Morne a Brûler,3e Section Morne à Brûler,14 508,7 064,7 444
221-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-01,1re Section Bresilienne,1re Section Bresilienne,15 522,7 563,7 960
221-02,2,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-02,2e Section Trou Mahot,2e Section Trou Mahot,14 317,6 999,7 318
221-03,3,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-03,3e Section La Vallee de Bainet,3e Section La Vallee de Bainet,14 836,7 108,7 728
221-04,4,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-04,4e Section Haut Grandou,4e Section Haut Grandou,7 303,3 568,3 735
221-05,5,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-05,5e Section Bas de Grandou,5e Section Bas de Grandou,22 114,10 903,11 211
221-06,6,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-06,6e Section Bas de Lacroix,6e Section Bas de Lacroix,2 665,1 300,1 365
221-07,7,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-07,7e Section Bras Gauche,7e Section Bras Gauche,6 819,3 370,3 449
221-08,8,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-08,8e Section Oranger,8e Section Oranger,12 166,6 092,6 075
221-09,9,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0221,Bainet,Bainet, ,HT0221-09,9e Section Bas des Gris Gris,9e Section Bas des Gris Gris,26 847,13 192,13 654
222-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0222,Cotes de Fer,Côtes de Fer, ,HT0222-01,1re Section Gris Gris,1re Section Gris Gris,24 022,11 313,12 709
222-02,2,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0222,Cotes de Fer,Côtes de Fer, ,HT0222-02,2e Section Labiche,2e Section Labiche,10 978,5 527,5 452
222-03,3,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0222,Cotes de Fer,Côtes de Fer, ,HT0222-03,3e Section Bras Gauche,3e Section Bras Gauche,3 873,1 898,1 975
222-04,4,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0222,Cotes de Fer,Côtes de Fer, ,HT0222-04,4e Section Amazone,4e Section Amazone,5 764,2 755,3 008
222-05,5,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0222,Cotes de Fer,Côtes de Fer, ,HT0222-05,5e Section Boucan Belier,5e Section Boucan Belier,5 029,2 298,2 731
222-06,6,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0222,Cotes de Fer,Côtes de Fer, ,HT0222-06,6e Section Jamais Vu,6e Section Jamais Vu,19 626,8 901,10 725
231-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0231,Belle Anse,Belle Anse, ,HT0231-01,1re Section Bais d'Orange,1re Section Bais d'Orange,13 968,7 312,6 655
231-02,2,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0231,Belle Anse,Belle Anse, ,HT0231-02,2e Section Mabriole,2e Section Mabriole,15 406,7 948,7 458
231-03,3,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0231,Belle Anse,Belle Anse, ,HT0231-03,3e Section Callumette,3e Section Callumette,7 705,3 949,3 756
231-04,4,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0231,Belle Anse,Belle Anse, ,HT0231-04,4e Section Corail Lamothe,4e Section Corail Lamothe,14 327,7 341,6 986
231-05,5,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0231,Belle Anse,Belle Anse, ,HT0231-05,5e Section Bel Air,5e Section Bel Air,24 160,12 120,12 041
231-06,6,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0231,Belle Anse,Belle Anse, ,HT0231-06,6e Section Pichon,6e Section Pichon,13 178,6 626,6 552
231-07,7,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0231,Belle Anse,Belle Anse, ,HT0231-07,7e Section Mapou,7e Section Mapou,18 577,9 278,9 299
232-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0232,Grand Gosier,Grand Gosier, ,HT0232-01,1re Section Colline des Chenes ou Bodarie,1re Section Colline des Chênes ou Bodarie,24 104,12 044,12 060
233-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0233,Thiotte,Thiotte, ,HT0233-01,1re Section Thiotte,1re Section Thiotte,35 610,17 736,17 874
233-02,2,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0233,Thiotte,Thiotte, ,HT0233-02,2e Section Pot de Chambre,2e Section Pot de Chambre,13 742,6 937,6 805
234-01,1,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0234,Anse-a-Pitre,Anse-à-Pître, ,HT0234-01,1re Section Boucan Guillaume,1re Section Boucan Guillaume,24 160,11 718,12 442
234-02,2,HT,Haiti,Haïti,Ayiti,HT02,South-East,Sud-Est,Sidès,HT0234,Anse-a-Pitre,Anse-à-Pître, ,HT0234-02,2e Section Bois d'Orme,2e Section Bois d'Orme,18 437,9 356,9 082
311-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien, ,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,25 274,14 178,11 096
311-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien, ,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,163 205,87 282,75 923
311-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien, ,HT0311-03,3e Section Petit Anse,3e Section Petit Anse,109 732,58 188,51 544
312-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0312,Quartier Morin,Quartier Morin, ,HT0312-01,1re Section Basse Plaine,1re Section Basse Plaine,14 564,7 226,7 339
312-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0312,Quartier Morin,Quartier Morin, ,HT0312-02,2e Section Morne Pele,2e Section Morne Pele,15 168,7 367,7 801
313-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0313,Limonade,Limonade, ,HT0313-01,1re Section Basse Plaine,1re Section Basse Plaine,18 702,9 049,9 653
313-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0313,Limonade,Limonade, ,HT0313-02,2e Section Bois de Lance,2e Section Bois de Lance,12 199,5 905,6 293
313-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0313,Limonade,Limonade, ,HT0313-03,3e Section Roucou,3e Section Roucou,29 029,14 549,14 480
321-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0321,Acul du Nord,Acul du Nord, ,HT0321-01,1re Section Camp-Louise,1re Section Camp-Louise,9 635,4 726,4 909
321-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0321,Acul du Nord,Acul du Nord, ,HT0321-02,2e Section Bas de l'Acul (Basse Plaine),2e Section Bas de l'Acul (Basse Plaine),24 289,12 135,12 154
321-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0321,Acul du Nord,Acul du Nord, ,HT0321-03,3e Section Mornet,3e Section Mornet,11 940,6 105,5 835
321-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0321,Acul du Nord,Acul du Nord, ,HT0321-04,4e Section Grande Ravine,4e Section Grande Ravine,3 950,1 922,2 028
321-05,5,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0321,Acul du Nord,Acul du Nord, ,HT0321-05,5e Section Coupe a David,5e Section Coupe à David,3 061,1 462,1 600
321-06,6,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0321,Acul du Nord,Acul du Nord, ,HT0321-06,6e Section Soufriere,6e Section Soufrière,7 882,3 762,4 120
322-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0322,Plaine du Nord,Plaine du Nord, ,HT0322-01,1re Section Morne Rouge,1re Section Morne Rouge,15 723,7 951,7 773
322-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0322,Plaine du Nord,Plaine du Nord, ,HT0322-02,2e Section Basse Plaine,2e Section Basse Plaine,16 981,8 642,8 339
322-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0322,Plaine du Nord,Plaine du Nord, ,HT0322-03,3e Section Grand Boucan,3e Section Grand Boucan,10 675,5 557,5 119
322-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0322,Plaine du Nord,Plaine du Nord, ,HT0322-04,4e Section Bassin Diamant,4e Section Bassin Diamant,1 455,719,736
323-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0323,Milot,Milot, ,HT0323-01,1re Section Perches-de-Bonnet,1re Section Perches-de-Bonnet,10 515,5 220,5 296
323-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0323,Milot,Milot, ,HT0323-02,2e Section Bonnet a l'Eveque,2e Section Bonnet à l'Evêque,14 607,7 414,7 193
323-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0323,Milot,Milot, ,HT0323-03,3e Section Genipailler,3e Section Genipailler,9 645,4 636,5 009
331-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0331,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331-01,1re Section Grand Gilles,1re Section Grand Gilles,4 255,2 052,2 203
331-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0331,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331-02,2e Section Solon,2e Section Solon,3 834,1 854,1 980
331-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0331,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331-03,3e Section Caracol,3e Section Caracol,3 386,1 607,1 779
331-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0331,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331-04,4e Section Gambade,4e Section Gambade,3 785,1 779,2 006
331-05,5,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0331,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331-05,5e Section Jolitrou,5e Section Jolitrou,7 619,3 585,4 034
331-06,6,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0331,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331-06,6e Section Cormiers,6e Section Cormiers,22 071,11 821,10 250
332-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0332,Bahon,Bahon, ,HT0332-01,1re Section Bois Pin,1re Section Bois Pin,7 033,3 412,3 620
332-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0332,Bahon,Bahon, ,HT0332-02,2e Section Bailly ou Bailla,2e Section Bailly ou Bailla,14 675,7 314,7 361
332-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0332,Bahon,Bahon, ,HT0332-03,3e Section Montagne Noire,3e Section Montagne Noire,3 561,1 758,1 803
341-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0341,Saint-Raphael,Saint-Raphaël, ,HT0341-01,1re Section Bois Neuf,1re Section Bois Neuf,5 647,2 843,2 804
341-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0341,Saint-Raphael,Saint-Raphaël, ,HT0341-02,2e Section Mathurin,2e Section Mathurin,4 003,1 870,2 132
341-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0341,Saint-Raphael,Saint-Raphaël, ,HT0341-03,3e Section Bouyaha,3e Section Bouyaha,8 000,3 856,4 144
341-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0341,Saint-Raphael,Saint-Raphaël, ,HT0341-04,4e Section San-Yago,4e Section San-Yago,40 770,20 347,20 422
342-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0342,Dondon,Dondon, ,HT0342-01,1re Section Brostage,1re Section Brostage,6 333,3 095,3 237
342-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0342,Dondon,Dondon, ,HT0342-02,2e Section Bassin Caiman,2e Section Bassin Caïman,4 300,2 097,2 203
342-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0342,Dondon,Dondon, ,HT0342-03,3e Section Matador,3e Section Matador,7 630,3 730,3 900
342-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0342,Dondon,Dondon, ,HT0342-04,4e Section Laguille,4e Section Laguille,15 955,7 969,7 986
342-05,5,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0342,Dondon,Dondon, ,HT0342-05,5e Section Haut du Trou,5e Section Haut du Trou,3 389,1 546,1 842
343-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0343,Ranquitte,Ranquitte, ,HT0343-01,1re Section Bac a Soude,1re Section Bac à Soude,13 582,6 602,6 980
343-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0343,Ranquitte,Ranquitte, ,HT0343-02,2e Section Bois de Lance,2e Section Bois de Lance,10 108,4 850,5 258
343-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0343,Ranquitte,Ranquitte, ,HT0343-03,3e Section Cracaraille,3e Section Cracaraille,6 417,3 219,3 198
344-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0344,Pignon,Pignon, ,HT0344-01,1re Section Savannette,1re Section Savannette,31 401,15 807,15 594
344-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0344,Pignon,Pignon, ,HT0344-02,2e Section la Belle Mere,2e Section la Belle Mère,15 616,7 618,7 998
345-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0345,La Victoire,La Victoire, ,HT0345-01,1re Section de la Victoire,1re Section de la Victoire,11 455,5 767,5 688
351-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0351,Borgne,Borgne, ,HT0351-01,1re Section Margot,1re Section Margot,13 000,6 592,6 408
351-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0351,Borgne,Borgne, ,HT0351-02,2e Section Boucan Michel,2e Section Boucan Michel,13 932,6 797,7 136
351-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0351,Borgne,Borgne, ,HT0351-03,3e Section Petit Bourgde Borgne,3e Section Petit Bourgde Borgne,14 669,7 528,7 141
351-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0351,Borgne,Borgne, ,HT0351-04,4e Section Trou d'Enfer,4e Section Trou d'Enfer,4 444,2 233,2 210
351-05,5,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0351,Borgne,Borgne, ,HT0351-05,5e Section Champagne,5e Section Champagne,1 719,829,890
351-06,6,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0351,Borgne,Borgne, ,HT0351-06,6e Section Molas,6e Section Molas,7 120,3 321,3 799
351-07,7,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0351,Borgne,Borgne, ,HT0351-07,7e Section Cote de Feret Fond Lagrange,7e Section Cote de Feret Fond Lagrange,17 843,9 203,8 640
352-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0352,Port-Margot,Port-Margot, ,HT0352-01,1re Section de Grande Plaine,1re Section de Grande Plaine,2 056,991,1 065
352-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0352,Port-Margot,Port-Margot, ,HT0352-02,2e Section Bas Petit Borgne,2e Section Bas Petit Borgne,20 260,9 977,10 283
352-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0352,Port-Margot,Port-Margot, ,HT0352-03,3e Section de Corail,3e Section de Corail,9 023,4 538,4 485
352-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0352,Port-Margot,Port-Margot, ,HT0352-04,4e Section Haut Petit Borgne,4e Section Haut Petit Borgne,3 196,1 588,1 608
352-05,5,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0352,Port-Margot,Port-Margot, ,HT0352-05,5e Section Bas Quartier,5e Section Bas Quartier,10 626,5 327,5 299
352-06,6,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0352,Port-Margot,Port-Margot, ,HT0352-06,6e Section Bras Gauche,6e Section Bras Gauche,9 044,4 543,4 501
361-01,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0361,Limbe,Limbé, ,HT0361-01,1re Section Haut Limbe ou Acul Jeannot,1re Section Haut Limbe ou Acul Jeannot,4 876,2 443,2 433
361-02,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0361,Limbe,Limbé, ,HT0361-02,2e Section Chabotte,2e Section Chabotte,3 756,1 811,1 945
361-03,5,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0361,Limbe,Limbé, ,HT0361-03,3e Section Camp Coq,3e Section Camp Coq,10 780,5 366,5 413
361-04,6,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0361,Limbe,Limbé, ,HT0361-04,4e Section Soufriere,4e Section Soufrière,5 953,2 931,3 022
361-05,7,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0361,Limbe,Limbé, ,HT0361-05,5e Section Ravine Desroches,5e Section Ravine Desroches,64 867,32 807,32 060
361-06,8,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0361,Limbe,Limbé, ,HT0361-06,6e Section Ilot-a-Corne,6e Section Ilot-à-Corne,2 470,1 202,1 268
362-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0362,Bas Limbe,Bas Limbé, ,HT0362-01,1re Section Garde Champetre (Bas Limbe),1re Section Garde Champètre (Bas Limbe),1 841,889,952
362-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0362,Bas Limbe,Bas Limbé, ,HT0362-02,2e Section Petit Howars (la Fange),2e Section Petit Howars (la Fange),20 871,10 597,10 274
371-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0371,Plaisance,Plaisance, ,HT0371-01,1re Section Gobert ou Colline Gobert,1re Section Gobert ou Colline Gobert,9 047,4 521,4 526
371-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0371,Plaisance,Plaisance, ,HT0371-02,2e Section Champagne,2e Section Champagne,4 039,2 085,1 954
371-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0371,Plaisance,Plaisance, ,HT0371-03,3e Section Haut Martineau,3e Section Haut Martineau,3 102,1 541,1 561
371-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0371,Plaisance,Plaisance, ,HT0371-04,4e Section Mapou,4e Section Mapou,6 810,3 462,3 347
