id_Section,No_section,adm0code,adm0_en,adm0_fr,adm0_ht,adm1code,adm1_en,adm1_fr,adm1_ht,adm2code,adm2_en,adm2_fr,adm2_ht,adm3code,adm3_en,adm3_fr,IHSI_UNFPA_2019,IHSI_UNFPA_2019_female,IHSI_UNFPA_2019_male
371-05,5,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0371,Plaisance,Plaisance, ,HT0371-05,5e Section la Trouble,5e Section la Trouble,6 910,3 411,3 498
371-06,6,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0371,Plaisance,Plaisance, ,HT0371-06,6e Section la Ville,6e Section la Ville,6 693,3 277,3 417
371-07,7,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0371,Plaisance,Plaisance, ,HT0371-07,7e Section Bassin,7e Section Bassin,26 215,13 436,12 779
371-08,8,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0371,Plaisance,Plaisance, ,HT0371-08,8e Section Grande Riviere,8e Section Grande Rivière,12 804,6 429,6 375
372-01,1,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0372,Pilate,Pilate, ,HT0372-01,1re Section Ballon,1re Section Ballon,21 668,11 118,10 549
372-02,2,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0372,Pilate,Pilate, ,HT0372-02,2e Section Baudin,2e Section Baudin,4 784,2 430,2 354
372-03,3,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0372,Pilate,Pilate, ,HT0372-03,3e Section Ravine Trompette,3e Section Ravine Trompette,7 966,4 050,3 916
372-04,4,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0372,Pilate,Pilate, ,HT0372-04,4e Section Joly,4e Section Joly,3 584,1 819,1 765
372-05,5,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0372,Pilate,Pilate, ,HT0372-05,5e Section Dubourg,5e Section Dubourg,2 883,1 443,1 440
372-06,6,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0372,Pilate,Pilate, ,HT0372-06,6e Section Piment,6e Section Piment,3 042,1 504,1 538
372-07,7,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0372,Pilate,Pilate, ,HT0372-07,7e Section Riviere Laporte,7e Section Rivière Laporte,4 329,2 102,2 227
372-08,8,HT,Haiti,Haïti,Ayiti,HT03,North,Nord,Nò,HT0372,Pilate,Pilate, ,HT0372-08,8e Section Margot,8e Section Margot,10 484,5 291,5 192
411-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0411,Fort-Liberte,Fort-Liberté, ,HT0411-01,1re Section Dumas,1re Section Dumas,28 164,14 388,13 776
411-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0411,Fort-Liberte,Fort-Liberté, ,HT0411-02,2e Section Bayaha,2e Section Bayaha,3 577,1 689,1 889
411-03,3,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0411,Fort-Liberte,Fort-Liberté, ,HT0411-03,3e Section Loiseau,3e Section Loiseau,3 616,1 806,1 810
411-04,4,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0411,Fort-Liberte,Fort-Liberté, ,HT0411-04,4e Section Haut Madeleine,4e Section Haut Madeleine,3 489,1 769,1 720
412-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0412,Ferrier,Ferrier, ,HT0412-01,1re Section Bas Maribahoux,1re Section Bas Maribahoux,16 519,8 028,8 491
413-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0413,Perches,Perches, ,HT0413-01,1re Section Haut des Perches,1re Section Haut des Perches,2 349,1 146,1 203
413-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0413,Perches,Perches, ,HT0413-02,2e Section Bas des Perches,2e Section Bas des Perches,10 689,5 261,5 428
421-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0421,Ouanaminthe,Ouanaminthe, ,HT0421-01,1re Section Haut Maribahoux,1re Section Haut Maribahoux,95 075,48 300,46 776
421-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0421,Ouanaminthe,Ouanaminthe, ,HT0421-02,2e Section Acul des Pins,2e Section Acul des Pins,5 446,2 738,2 708
421-03,3,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0421,Ouanaminthe,Ouanaminthe, ,HT0421-03,3e Section Savane Longue,3e Section Savane Longue,10 789,5 422,5 367
421-04,4,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0421,Ouanaminthe,Ouanaminthe, ,HT0421-04,4e Section Savane au Lait,4e Section Savane au Lait,4 797,2 412,2 385
421-05,5,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0421,Ouanaminthe,Ouanaminthe, ,HT0421-05,5e Section Gens de Nantes,5e Section Gens de Nantes,3 624,1 821,1 803
422-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0422,Capotille,Capotille, ,HT0422-01,1re Section Capotille,1re Section Capotille,14 969,7 316,7 653
422-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0422,Capotille,Capotille, ,HT0422-02,2e Section Lamine,2e Section Lamine,6 896,3 348,3 548
423-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0423,Mont-Organise,Mont-Organisé, ,HT0423-01,1re Section Savanette,1re Section Savanette,18 226,9 053,9 174
423-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0423,Mont-Organise,Mont-Organisé, ,HT0423-02,2e Section Bois Poux,2e Section Bois Poux,5 436,2 705,2 730
431-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0431,Trou du Nord,Trou du Nord, ,HT0431-01,1re Section Garcin,1re Section Garcin,2 648,1 314,1 333
431-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0431,Trou du Nord,Trou du Nord, ,HT0431-02,2e Section Roucou,2e Section Roucou,43 579,22 329,21 250
431-03,3,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0431,Trou du Nord,Trou du Nord, ,HT0431-03,3e Section Roche Plate,3e Section Roche Plate,8 973,4 455,4 518
432-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0432,Sainte Suzanne,Sainte Suzanne, ,HT0432-01,1re Section Foulon,1re Section Foulon,3 625,1 735,1 890
432-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0432,Sainte Suzanne,Sainte Suzanne, ,HT0432-02,2e Section Bois Blanc,2e Section Bois Blanc,3 745,1 804,1 942
432-03,3,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0432,Sainte Suzanne,Sainte Suzanne, ,HT0432-03,3e Section Cotelette,3e Section Cotelette,3 151,1 507,1 644
432-04,4,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0432,Sainte Suzanne,Sainte Suzanne, ,HT0432-04,4e Section Sarazin,4e Section Sarazin,4 756,2 291,2 465
432-05,5,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0432,Sainte Suzanne,Sainte Suzanne, ,HT0432-05,5e Section Moka Neuf,5e Section Moka Neuf,5 556,2 660,2 896
432-06,6,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0432,Sainte Suzanne,Sainte Suzanne, ,HT0432-06,6e Section Fond Bleu,6e Section Fond Bleu,10 790,5 171,5 618
433-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0433,Terrier Rouge,Terrier Rouge, ,HT0433-01,1re Section Fond Blanc,1re Section Fond Blanc,19 957,9 900,10 058
433-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0433,Terrier Rouge,Terrier Rouge, ,HT0433-02,2e Section Grand Bassin,2e Section Grand Bassin,14 253,7 069,7 184
434-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0434,Caracol,Caracol, ,HT0434-01,1re Section Champin,1re Section Champin,6 038,2 846,3 192
434-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0434,Caracol,Caracol, ,HT0434-02,"2e Section Glaudine ou ""Jacquesil""","2e Section Glaudine ou ""Jacquesil""",2 670,1 270,1 400
441-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0441,Vallieres,Vallières, ,HT0441-01,1re Section Trois Palmistes,1re Section Trois Palmistes,13 100,6 325,6 776
441-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0441,Vallieres,Vallières, ,HT0441-02,2e Section Ecrevisse ou Grosse Roche,2e Section Ecrevisse ou Grosse Roche,7 809,3 770,4 039
441-03,3,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0441,Vallieres,Vallières, ,HT0441-03,3e Section Corosse,3e Section Corosse,5 643,2 725,2 919
442-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0442,Carice,Carice, ,HT0442-01,1re Section Bois Camelle,1re Section Bois Camelle,2 839,1 381,1 458
442-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0442,Carice,Carice, ,HT0442-02,2e Section Rose Bonite,2e Section Rose Bonite,12 522,6 192,6 330
443-01,1,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0443,Mombin Crochu,Mombin Crochu, ,HT0443-01,1re Section Sans Souci,1re Section Sans Souci,15 646,7 816,7 831
443-02,2,HT,Haiti,Haïti,Ayiti,HT04,North-East,Nord-Est,Nòdès,HT0443,Mombin Crochu,Mombin Crochu, ,HT0443-02,2e Section Bois Laurence,2e Section Bois Laurence,23 501,11 739,11 762
511-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0511,Gonaives,Gonaïves, ,HT0511-01,1re Section Pont Tamarin,1re Section Pont Tamarin,246 671,128 387,118 284
511-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0511,Gonaives,Gonaïves, ,HT0511-02,2e Section Bassin,2e Section Bassin,117 831,61 313,56 518
511-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0511,Gonaives,Gonaïves, ,HT0511-03,3e Section Pte Riviere de Bayonnais,3e Section Pte Rivière de Bayonnais,27 433,14 169,13 264
511-04,4,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0511,Gonaives,Gonaïves, ,HT0511-04,4e Section Poteaux,4e Section Poteaux,17 715,9 142,8 572
511-05,5,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0511,Gonaives,Gonaïves, ,HT0511-05,5e Section Labranle,5e Section Labranle,12 600,6 501,6 099
512-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0512,Ennery,Ennery, ,HT0512-01,1re Section Savane Carree,1re Section Savane Carree,20 532,10 106,10 426
512-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0512,Ennery,Ennery, ,HT0512-02,2e Section Passe-Reine ou Bas d'Ennery,2e Section Passe-Reine ou Bas d'Ennery,20 134,9 979,10 154
512-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0512,Ennery,Ennery, ,HT0512-03,3e Section Chemin Neuf,3e Section Chemin Neuf,6 409,3 155,3 254
512-04,4,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0512,Ennery,Ennery, ,HT0512-04,4e Section Puilboreau,4e Section Puilboreau,13 624,6 742,6 883
513-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0513,L'Estere,L'Estère, ,HT0513-01,1re Section La Croix Perisse,1re Section La Croix Perisse,27 502,13 839,13 663
513-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0513,L'Estere,L'Estère, ,HT0513-02,2e Section Petite Desdunes,2e Section Petite Desdunes,26 012,13 089,12 924
521-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0521,Gros Morne,Gros Morne, ,HT0521-01,1re Section Boucan Richard,1re Section Boucan Richard,9 434,4 643,4 791
521-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0521,Gros Morne,Gros Morne, ,HT0521-02,2e Section Riviere Mancelle,2e Section Rivière Mancelle,17 312,8 519,8 793
521-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0521,Gros Morne,Gros Morne, ,HT0521-03,3e Section Riviere Blanche,3e Section Rivière Blanche,61 456,31 231,30 225
521-04,4,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0521,Gros Morne,Gros Morne, ,HT0521-04,4e Section l'Acul,4e Section l'Acul,21 063,10 367,10 696
521-05,5,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0521,Gros Morne,Gros Morne, ,HT0521-05,5e Section Pendu,5e Section Pendu,7 861,3 870,3 991
521-06,6,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0521,Gros Morne,Gros Morne, ,HT0521-06,6e Section Savane Carree,6e Section Savane Carree,28 770,14 161,14 609
521-07,7,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0521,Gros Morne,Gros Morne, ,HT0521-07,7e Section Moulin,7e Section Moulin,18 850,9 278,9 573
521-08,8,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0521,Gros Morne,Gros Morne, ,HT0521-08,8e Section Ravine Gros Morne,8e Section Ravine Gros Morne,19 752,9 722,10 030
522-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0522,Terre Neuve,Terre Neuve, ,HT0522-01,1re Section Doland,1re Section Doland,14 098,6 941,7 158
522-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0522,Terre Neuve,Terre Neuve, ,HT0522-02,2e Section Bois Neuf,2e Section Bois Neuf,10 409,5 036,5 373
522-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0522,Terre Neuve,Terre Neuve, ,HT0522-03,3e Section Lagon,3e Section Lagon,12 527,6 168,6 359
523-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0523,Anse Rouge,Anse Rouge, ,HT0523-01,1re Section l'Arbre,1re Section l'Arbre,20 912,10 374,10 538
523-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0523,Anse Rouge,Anse Rouge, ,HT0523-02,2e Section Sources Chaudes,2e Section Sources Chaudes,30 512,15 261,15 251
531-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0531,Saint-Marc,Saint-Marc, ,HT0531-01,1re Section Deluge,1re Section Deluge,26 350,13 424,12 926
531-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0531,Saint-Marc,Saint-Marc, ,HT0531-02,2e Section Bois Neuf,2e Section Bois Neuf,72 319,37 250,35 070
531-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0531,Saint-Marc,Saint-Marc, ,HT0531-03,3e Section Goyavier,3e Section Goyavier,12 757,6 349,6 407
531-04,4,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0531,Saint-Marc,Saint-Marc, ,HT0531-04,4e Section Lalouere,4e Section Lalouère,18 619,9 268,9 351
531-05,5,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0531,Saint-Marc,Saint-Marc, ,HT0531-05,5e Section Bocozelle,5e Section Bocozelle,72 191,36 936,35 256
531-06,6,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0531,Saint-Marc,Saint-Marc, ,HT0531-06,6e Section Charrette,6e Section Charrette,113 739,59 700,54 039
532-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0532,Verrettes,Verrettes, ,HT0532-01,1re Section Liancourt,1re Section Liancourt,45 420,22 858,22 562
532-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0532,Verrettes,Verrettes, ,HT0532-02,2e Section Belanger,2e Section Belanger,31 280,15 609,15 671
532-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0532,Verrettes,Verrettes, ,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),16 963,8 510,8 453
532-04,4,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0532,Verrettes,Verrettes, ,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),33 050,16 615,16 435
532-05,5,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0532,Verrettes,Verrettes, ,HT0532-05,5e Section Bastien,5e Section Bastien,30 414,15 288,15 126
532-06,6,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0532,Verrettes,Verrettes, ,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,14 480,7 218,7 262
533-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0533,La Chapelle,La Chapelle, ,HT0533-01,1re Section Martineau,1re Section Martineau,14 531,7 098,7 433
533-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0533,La Chapelle,La Chapelle, ,HT0533-02,2e Section Bossous,2e Section Bossous,22 860,11 263,11 598
541-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0541,Dessalines,Dessalines, ,HT0541-01,1re Section Villars,1re Section Villars,35 518,17 564,17 953
541-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0541,Dessalines,Dessalines, ,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,37 431,18 510,18 921
541-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0541,Dessalines,Dessalines, ,HT0541-03,3e Section Oge,3e Section Oge,80 512,40 257,40 255
541-04,4,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0541,Dessalines,Dessalines, ,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,25 333,12 528,12 805
541-05,5,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0541,Dessalines,Dessalines, ,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,13 606,6 726,6 880
541-06,6,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0541,Dessalines,Dessalines, ,HT0541-06,6e Section la Croix ou Grand Cahos,6e Section la Croix ou Grand Cahos,23 159,11 452,11 707
542-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0542,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542-01,1re Section Bas Coursin I,1re Section Bas Coursin I,49 260,24 011,25 249
542-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0542,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542-02,2e Section Bas Coursin II,2e Section Bas Coursin II,16 219,7 904,8 315
542-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0542,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542-03,3e Section Labady,3e Section Labady,70 678,36 092,34 586
542-04,4,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0542,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542-04,4e Section Savane a Roche,4e Section Savane à Roche,28 333,13 996,14 336
542-05,5,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0542,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542-05,5e Section Perodin,5e Section Perodin,18 739,9 133,9 606
542-06,6,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0542,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542-06,6e Section Medor,6e Section Medor,19 101,9 311,9 791
543-01,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0543,Grande Saline,Grande Saline, ,HT0543-01,1re Section Poteneau,1re Section Poteneau,27 537,13 016,14 521
544-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0544,Desdunes,Desdunes, ,HT0544-01,1re Section de Desdunes,1re Section de Desdunes,43 876,21 826,22 050
551-01,1,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0551,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551-01,1re Section Platana,1re Section Platana,36 483,18 601,17 882
551-02,2,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0551,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551-02,2e Section Camathe,2e Section Camathe,13 189,6 623,6 566
551-03,3,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0551,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551-03,3e Section Bas de Sault,3e Section Bas de Sault,24 224,12 299,11 925
551-04,4,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0551,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551-04,4e Section Lalomas,4e Section Lalomas,20 045,10 065,9 980
551-05,5,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0551,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551-05,5e Section l'Ermite,5e Section l'Ermite,12 136,6 094,6 041
551-06,6,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0551,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551-06,6e Section Lacedras,6e Section Lacedras,17 741,8 909,8 832
551-07,7,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0551,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551-07,7e Section Marmont,7e Section Marmont,23 877,11 998,11 878
551-08,8,HT,Haiti,Haïti,Ayiti,HT05,Artibonite,Artibonite,Latibonit,HT0551,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551-08,8e Section l'Attalaye,8e Section l'Attalaye,30 662,15 591,15 071
